database_name,schema_name,table_name,table_type,table_description,ordinal_position,column_name,data_type,is_nullable,column_default,column_description
COMARCH,RM,CMT_ADDRESSES,BASE TABLE,The COMARCH.RM.CMT_ADDRESSES table contains detailed address information, including city, house number, street name, and contact details. Columns include timestamps for last update and audit, various text fields for address components, and floating point ID. Related tables include schema_tables.COMARCH.RM.CMT_ADDRESSES.,1,ADR_ID,FLOAT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,86,CUSX_COMPANY_NAME,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,87,CUSX_SECTOR_OF_INDUSTRY,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,88,CUSX_POSITION_IN_COMPANY,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,89,CUSX_SEAT_PREFERENCE_1,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,90,CUSX_SEAT_PREFERENCE_2,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,91,CUSX_NAVITAIRE_AGENT_ID,FLOAT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,92,CUSX_HOME_AIRPORT,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,93,CUSX_FAVORITE_AIRPORT_1,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,94,CUSX_FAVORITE_AIRPORT_2,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,95,CUSX_MARITAL_STATUS,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,96,CUSX_NUMBER_OF_CHILDREN,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,97,CUSX_BUSINESS_FLIGHT_FREQUENCY,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,98,CUSX_LEISURE_FLIGHT_FREQUENCY,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,99,CUSX_INCOME_AVERAGE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,100,CUSX_NAVITAIRE_PERSON_ID,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,101,CUSX_NAVITAIRE_ADDRESS_ID,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,102,CUSX_NAVITAIRE_NAME_ID,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,103,CUSX_NAVITAIRE_PHONE_ID,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,104,CUSX_NAVITAIRE_ALT_PHONE_ID,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,105,CUSX_CPF_MANUALLY_VALIDATED,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,106,CUSX_AMADEUS_SEQUENCE_NUMBER,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,107,CUSX_PAPER_FORM_ENROLMENT,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,108,CUSX_DESCRIPTION,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,109,CUSX_FAVORITE_MUSIC,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,110,CUSX_FAVORITE_SPORTS,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,111,CUSX_FAVORITE_MOVIES,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,112,CUSX_FAVORITE_INTERNET_ACTV,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,113,CUSX_FAVORITE_THEATRE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,114,CUSX_FAVORITE_GASTRONOMY,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,115,CUSX_FAVORITE_CULTURE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,116,CUSX_FAVORITE_ANIMALS,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,117,CUSX_FAVORITE_LITERATURE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,118,CUSX_FAVORITE_NIGHT_LIFE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,119,CUSX_SYNCHRONIZATION_IDN_NO,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,120,CUSX_AIR_PREFER,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,121,CUSX_CBTA_ADPP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,122,CUSX_CBTA_CANAL,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,123,CUSX_CBTA_CANCE,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,124,CUSX_CBTA_CONMP,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,125,CUSX_CBTA_CONPA,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,126,CUSX_CBTA_CONPP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,127,CUSX_CBTA_CONTP,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,128,CUSX_CBTA_DPAGR,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,129,CUSX_CBTA_DSMP,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,130,CUSX_CBTA_DTADE,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,131,CUSX_CBTA_DTCAN,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,132,CUSX_CBTA_DULPA,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,133,CUSX_CBTA_NCARD,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,134,CUSX_CBTA_NDATA,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,135,CUSX_CBTA_NPLA,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,136,CUSX_CBTA_PACOT,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,137,CUSX_CBTA_PLPP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,138,CUSX_CBTA_STATU,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,139,CUSX_CBTA_STCLB,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,140,CUSX_C_INF_NAME,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,141,CUSX_C_INF_REL,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,142,CUSX_CONT_FONE,NUMBER,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,143,CUSX_CONT_NOME,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,144,CUSX_ENROLL_CD,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,145,CUSX_INTRANSDT,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,146,CUSX_INTRANSTRI,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,147,CUSX_OT_FFP_CAT,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,148,CUSX_OT_FFP_NAM,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,149,CUSX_SM_FYAPP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,150,CUSX_SM_FYCD,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,151,CUSX_SM_FYDTCD,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,152,CUSX_SM_FYDTSOL,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,153,CUSX_SM_FYDTVAL,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,154,CUSX_SM_FYOP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,155,CUSX_SM_FYTICON,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,156,CUSX_SM_FYTIOP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,157,CUSX_SM_FYTIVAL,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,158,CUSX_SM_LYAPP,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,159,CUSX_SM_LYCD,TEXT,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,160,CUSX_SM_LYDTCD,TIMESTAMP_NTZ,YES,,
COMARCH,RM,CST_CUSTOMERS,BASE TABLE,The COMARCH.RM.CST_CUSTOMERS table contains customer data with columns for various identification and contact details, enrolment information, permissions, and synchronization IDs. Relevant tables in the schema include COMARCH.RM.CMT_ADDRESSES, which stores customer addresses. No assumptions can be made about referential keys as they are not provided.,161,CUSX_SM_LYDTSOL,TIMESTAMP_NTZ,YES,,
